,date,20S20N,20N50N,50N90N,20S50S,50S90S
0,1850-01-01,0.2021861759281478,-0.2580690130477592,0.43346792365329634,0.06474776263257809,-0.46319422831470547
1,1850-01-31,0.13556585162410784,0.03250505987972474,0.5434312799913528,0.014068733935232558,-0.9827250042030187
2,1850-03-02,0.16142582998230637,-0.20679087697720888,0.39591129975391937,-0.002311344898657808,-0.2486854236490501
3,1850-04-02,0.19394328478819034,-0.225734446820411,-0.6573866964587864,0.04562845331628296,0.7835913231740506
4,1850-05-02,0.23255649191639804,-0.04759134742829474,-0.2191538284474177,0.04015190683662695,-0.01777825057240534
5,1850-06-02,0.33081459210342246,-0.24061454933126925,-0.2600092501318727,-0.014571906073513219,-0.08686335029386782
6,1850-07-02,0.43762549264545214,-0.1566201226999624,-0.14766343373071322,-0.042204395630903946,-0.6453710643336592
7,1850-08-01,0.3324206525103932,-0.2320234490334201,-0.2629060026577008,-0.011636301965097573,-1.3141378326406254
8,1850-09-01,0.2973643976958442,-0.2765917250299026,-0.21764094338004725,0.024042071668702647,-0.8615921714369676
9,1850-10-01,0.35159311200465027,-0.1283947772598708,-0.6630483317673566,-0.0027094514579175666,0.677121199855037
10,1850-11-01,0.2938057707731332,0.2582664370148109,0.025892711526182666,0.032099368501746994,0.01468788208899241
11,1850-12-01,0.32760571212230616,-0.28938404230723336,0.6000067128792637,0.054033011744252235,-0.052709568110401506
12,1851-01-01,0.4084416632824741,-0.20310640551173265,0.5694192863866192,0.039807861748613504,0.1379771920933308
13,1851-01-31,0.3986527766414838,0.1395406218728681,-0.24317345125953693,0.180070983734538,0.27330511864482787
14,1851-03-02,0.5436814364225029,-0.16540550714830715,0.44828529869300837,0.030473744169000838,0.04334069547451236
15,1851-04-02,0.41398285133573154,-0.23614603147086655,-0.1925078944084362,0.01147938872730947,0.6026610624539614
16,1851-05-02,0.34954611853942197,-0.15581572329506344,0.251196620667713,0.001701397807551075,0.6364785467261527
17,1851-06-02,0.4861249997258028,-0.011360408675784583,0.1685748132898084,-0.06587664002404381,0.685687679040683
18,1851-07-02,0.2606350388522287,-0.07918305975067597,0.26270423102374707,0.029308684433942744,-0.22891859156351302
19,1851-08-01,0.1055395680355673,-0.05537018525342319,0.26579015728134436,-0.047546811385075216,0.4319935695496042
20,1851-09-01,0.012723866053477195,-0.011583864722069848,0.21440602261327513,0.05556419937232704,-0.7036327563561144
21,1851-10-01,0.013169832817652605,-0.09932639957190759,0.18864264457289437,-0.05602326810338809,0.5443550357211961
22,1851-11-01,-0.08535463235381258,0.10787077555335145,-0.3708632819308946,-0.09040187913319642,-0.6873952562136765
23,1851-12-01,-0.062388772129168046,-0.07778491250741126,0.9963871018242969,-0.10517860735353679,1.3365235686159735
24,1852-01-01,-0.2648060222658728,-0.16754514421722888,0.31238484013033485,-0.0712337729482897,0.5156200823801669
25,1852-01-31,-0.32478045410795175,-0.06130090112850439,-1.2456930059107378,-0.2711755826612716,0.12220787395102661
26,1852-03-01,-0.21567919530451718,0.5116525458419119,-0.5968859405762146,-0.2027082094743946,-0.5206774014459086
27,1852-04-01,-0.25301326458350104,0.5018109019802637,0.5241876166797397,-0.14020581804624044,-1.3190463341999248
28,1852-05-02,-0.23570202778364546,0.24167685820987117,-0.7605481377271417,-0.08364696379118186,-1.2435017259795416
29,1852-06-01,-0.18730163328046956,0.04869654294736847,-0.22306594704173222,0.04454532200702488,0.6060495946451567
30,1852-07-02,-0.03524353936438729,0.05675075167397381,0.12553439335425765,-0.045652046930626966,-0.4756618420112204
31,1852-08-01,-0.04127353547238499,0.1461070024047899,0.4019543211358041,-0.032837050458283557,0.03911016571680648
32,1852-08-31,0.03610310417980145,0.00013221306841160185,0.2381238345602128,-0.036318510680587224,-0.5825361372320685
33,1852-10-01,-0.011394339519085861,0.012789129902614604,-0.10579291782255495,-0.02192534731619844,0.39938564043822566
34,1852-11-01,-0.03882853525772134,0.032523092932365216,0.0341924557276343,-0.07545447270541672,1.14385699983319
35,1852-12-01,-0.14514706423784673,0.19783885897800246,-0.07046286259361523,-0.12633141401352077,0.14222327691004466
36,1853-01-01,-0.32370954622570025,-0.25958154972363445,-0.7440163027833933,-0.19039120234521079,0.7342818614349085
37,1853-01-31,-0.3333908036814819,0.07080639254598964,1.1655950586736026,-0.0775839628336712,0.0052338243265239726
38,1853-03-02,-0.24694584394075036,0.005057594696950218,0.33101355647315245,-0.07407918727335527,0.542183234432116
39,1853-04-02,-0.20504219928631073,0.28121767526124586,0.4666281719459562,-0.09617003496748566,-0.09220130934346571
40,1853-05-02,-0.1340858437059751,0.08478433797762364,-0.1363153098445764,0.0001934349016323722,-1.2659827577688247
41,1853-06-02,-0.018375738691077004,0.18905641463373968,-0.0086830883662401,0.043284595005502524,-0.40578276226560206
42,1853-07-02,0.06447512851531201,-0.10925125112282785,-0.26647280967824827,0.0004294925750514267,1.1333870911395536
43,1853-08-01,0.0674591579198136,-0.15682040536569275,-0.15964919889665907,-0.027521474237971688,0.0318627403549101
44,1853-09-01,0.026240753397758,-0.1312286200594599,-0.17920451633426637,0.08647398605359058,-0.19489308277016448
45,1853-10-01,0.08163006255955452,0.17803576250179276,-0.3307785429099681,0.0035766382433166655,0.6861308436910178
46,1853-11-01,0.0064918183838358345,0.04412336171168363,0.04855045187338192,-0.011325871524775266,-0.529274750254217
47,1853-12-01,-0.03685563398624936,-0.094361869698389,0.3691797500751477,0.02220261548796998,-0.12339173588162566
48,1854-01-01,0.06464508592324592,-0.1837103756949432,0.6888086678468426,-0.06864969453368985,0.12728712381641571
49,1854-01-31,-0.06547908537567082,-0.31700648350630445,0.5423188314750007,0.037938389153282515,0.5323869785392503
50,1854-03-02,-0.02048255994787951,-0.5524926434038662,1.7490448667758756,0.08317830970145224,-0.7198925716997735
51,1854-04-02,-0.03446343925298834,-0.23079831096544012,0.5295835511452651,-0.09178642242221713,0.2392672314581148
52,1854-05-02,-0.0678263367167915,-0.2796584825312607,0.8227757607567696,-0.035490824235921536,2.44670366911501
53,1854-06-02,-0.009563356768467202,-0.08140631526953257,-0.01056103249050011,-0.07143079167275346,-1.0927435607980556
